<p>
BTHO0397-00000004	신경학	신경학/NNG
BTHO0397-00011773	사용되었으나	사용/NNG + 되/XSV + 었/EP + 으나/EC
BTHO0397-00011774	후유증이	후유증/NNG + 이/JKS
BTHO0397-00011775	심각하여	심각/XR + 하/XSA + 아/EC
BTHO0397-00011776	사용하지	사용/NNG + 하/XSV + 지/EC
BTHO0397-00011777	않으며,	않/VX + 으며/EC + ,/SP
BTHO0397-00011778	현재	현재/MAG
BTHO0397-00011779	삼차	삼/NR + 차/NNB
BTHO0397-00011780	신경	신경/NNG
BTHO0397-00011781	차단술,	차단술/NNG + ,/SP
BTHO0397-00011782	삼차	삼/NR + 차/NNB
BTHO0397-00011783	신경근	신경/NNG + 근/NNG
BTHO0397-00011784	절단술,	절단술/NNG + ,/SP
BTHO0397-00011785	삼차	삼/NR + 차/NNB
BTHO0397-00011786	신경절	신경절/NNG
BTHO0397-00011787	주사법	주사법/NNG
BTHO0397-00011788	등이	등/NNB + 이/JKS
BTHO0397-00011789	남아있다.	남/VV + 아/EC + 있/VX + 다/EF + ./SF
</p>
<head>
BTHO0397-00011790	4)	4/SN + )/SS
BTHO0397-00011791	삼차	삼/NR + 차/NNB
BTHO0397-00011792	신경	신경/NNG
BTHO0397-00011793	병변들	병변/NNG + 들/XSN
BTHO0397-00011794	(Trigeminal	(/SS + Trigeminal/SL
BTHO0397-00011795	nerve	nerve/SL
BTHO0397-00011796	lesions)	lesions/SL + )/SS
</head>
<p>
BTHO0397-00011797	삼차	삼/NR + 차/NNB
BTHO0397-00011798	신경핵은	신경핵/NNG + 은/JX
BTHO0397-00011799	중뇌,	중뇌/NNG + ,/SP
BTHO0397-00011800	뇌교	뇌교/NNG
BTHO0397-00011801	및	및/MAG
BTHO0397-00011802	연수에	연수/NNG + 에/JKB
BTHO0397-00011803	이르는	이르/VV + 는/ETM
BTHO0397-00011804	넓은	넓/VA + 은/ETM
BTHO0397-00011805	범위로	범위/NNG + 로/JKB
BTHO0397-00011806	위치하고	위치/NNG + 하/XSV + 고/EC
BTHO0397-00011807	있어	있/VX + 어/EC
BTHO0397-00011808	뇌간에서의	뇌간/NNG + 에서/JKB + 의/JKG
BTHO0397-00011809	척수	척수/NNG
BTHO0397-00011810	신경로	신경/NNG + 로/JKB
BTHO0397-00011811	및	및/MAG
BTHO0397-00011812	신경핵의	신경핵/NNG + 의/JKG
BTHO0397-00011813	침범이	침범/NNG + 이/JKS
BTHO0397-00011814	있을	있/VV + 을/ETM
BTHO0397-00011815	가능성이	가능/NNG + 성/XSN + 이/JKS
BTHO0397-00011816	많다.	많/VA + 다/EF + ./SF
</p>
<p>
BTHO0397-00011817	특히	특히/MAG
BTHO0397-00011818	감각	감각/NNG
BTHO0397-00011819	신경핵	신경핵/NNG
BTHO0397-00011820	하부	하부/NNG
BTHO0397-00011821	침범의	침범/NNG + 의/JKG
BTHO0397-00011822	경우는	경우/NNG + 는/JX
BTHO0397-00011823	안	안/MAG
BTHO0397-00011824	신경분지	신경/NNG + 분지/NNG
BTHO0397-00011825	장애를,	장애/NNG + 를/JKO + ,/SP
BTHO0397-00011826	상부	상부/NNG
BTHO0397-00011827	침범의	침범/NNG + 의/JKG
BTHO0397-00011828	경우는	경우/NNG + 는/JX
BTHO0397-00011829	하악	하악/NNG
BTHO0397-00011830	신경분지를	신경/NNG + 분지/NNG + 를/JKO
BTHO0397-00011831	반영할	반영/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00011832	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0397-00011833	만약	만약/NNG
BTHO0397-00011834	삼차	삼/NR + 차/NNB
BTHO0397-00011835	신경로	신경/NNG + 로/JKB
BTHO0397-00011836	및	및/MAG
BTHO0397-00011837	신경핵	신경핵/NNG
BTHO0397-00011838	침범의	침범/NNG + 의/JKG
BTHO0397-00011839	경우라면,	경우/NNG + 이/VCP + 라면/EC + ,/SP
BTHO0397-00011840	동측성	동/NNG + 측/NNB + 성/XSN
BTHO0397-00011841	감각	감각/NNG
BTHO0397-00011842	해리	해리/NNP
BTHO0397-00011843	(sensory	(/SS + sensory/SL
BTHO0397-00011844	disso'ciation)가	disso/SL + '/SW + ciation/SL + )/SS + 가/JKS
BTHO0397-00011845	일어나	일어나/VV + 아/EC
BTHO0397-00011846	통각	통각/NNG
BTHO0397-00011847	및	및/MAG
BTHO0397-00011848	온도각	온도/NNG + 각/NNG
BTHO0397-00011849	소실이	소실/NNG + 이/JKS
BTHO0397-00011850	있지만	있/VV + 지만/EC
BTHO0397-00011851	촉각은	촉각/NNG + 은/JX
BTHO0397-00011852	건전한	건전/NNG + 하/XSA + ᆫ/ETM
BTHO0397-00011853	상태를	상태/NNG + 를/JKO
BTHO0397-00011854	나타낸다.	나타내/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00011855	예를	예/NNG + 를/JKO
BTHO0397-00011856	들어	들/VV + 어/EC
BTHO0397-00011857	후하	후/NNG + 하/NNG
BTHO0397-00011858	소뇌	소뇌/NNG
BTHO0397-00011859	동맥	동맥/NNG
BTHO0397-00011860	경색증에서	경색증/NNG + 에서/JKB
BTHO0397-00011861	발병하는	발병/NNG + 하/XSV + 는/ETM
BTHO0397-00011862	'발렌베르크	'/SS + 발렌베르크/NNP
BTHO0397-00011863	증후군	증후군/NNG
BTHO0397-00011864	(Wallenberg	(/SS + Wallenberg/SL
BTHO0397-00011865	syndrome)'이나	syndrome/SL + )/SS + '/SS + 이나/JC
BTHO0397-00011866	혹은	혹은/MAG
BTHO0397-00011867	연수구멍증	연수/NNG + 구멍증/NNG
BTHO0397-00011868	(연수공동증;	(/SS + 연수/NNG + 공동증/NNG + ;/SP
BTHO0397-00011869	syringobulbia)에서는	syringobulbia/SL + )/SS + 에서/JKB + 는/JX
BTHO0397-00011870	양파	양파/NNG
BTHO0397-00011871	껍질	껍질/NNG
BTHO0397-00011872	양상	양상/NNG
BTHO0397-00011873	(onion	(/SS + onion/SL
BTHO0397-00011874	skin	skin/SL
BTHO0397-00011875	pattern)의	pattern/SL + )/SS + 의/JKG
BTHO0397-00011876	감각	감각/NNG
BTHO0397-00011877	장애가	장애/NNG + 가/JKS
BTHO0397-00011878	일어날	일어나/VV + ᆯ/ETM
BTHO0397-00011879	수도	수/NNB + 도/JX
BTHO0397-00011880	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00011881	삼차	삼/NR + 차/NNB
BTHO0397-00011882	신경통과	신경통/NNG + 과/JC
BTHO0397-00011883	유사한	유사/NNG + 하/XSA + ᆫ/ETM
BTHO0397-00011884	안면	안면/NNG
BTHO0397-00011885	신경통의	신경통/NNG + 의/JKG
BTHO0397-00011886	형태에서	형태/NNG + 에서/JKB
BTHO0397-00011887	대상포진후	대상/NNG + 포진/NNG + 후/NNG
BTHO0397-00011888	신경통	신경통/NNG
BTHO0397-00011889	(postherpetic	(/SS + postherpetic/SL
BTHO0397-00011890	neuralgia)이	neuralgia/SL + )/SS + 이/JKS
BTHO0397-00011891	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00011892	이	이/MM
BTHO0397-00011893	때	때/NNG
BTHO0397-00011894	감각	감각/NNG
BTHO0397-00011895	소실이	소실/NNG + 이/JKS
BTHO0397-00011896	동반되는	동반/NNG + 되/XSV + 는/ETM
BTHO0397-00011897	수가	수/NNB + 가/JKS
BTHO0397-00011898	있어	있/VV + 어/EC
BTHO0397-00011899	세심한	세심/XR + 하/XSA + ᆫ/ETM
BTHO0397-00011900	감별이	감별/NNG + 이/JKS
BTHO0397-00011901	필요하다.	필요/NNG + 하/XSA + 다/EF + ./SF
</p>
<p>
BTHO0397-00011902	뇌교에서	뇌교/NNG + 에서/JKB
BTHO0397-00011903	삼차	삼/NR + 차/NNB
BTHO0397-00011904	신경절에	신경절/NNG + 에/JKB
BTHO0397-00011905	이르는	이르/VV + 는/ETM
BTHO0397-00011906	감각	감각/NNG
BTHO0397-00011907	신경근에	신경/NNG + 근/NNG + 에/JKB
BTHO0397-00011908	있어서	있/VV + 어서/EC
BTHO0397-00011909	종양의	종양/NNG + 의/JKG
BTHO0397-00011910	발생으로	발생/NNG + 으로/JKB
BTHO0397-00011911	안면에	안면/NNG + 에/JKB
BTHO0397-00011912	저린	저리/VA + ᆫ/ETM
BTHO0397-00011913	감각,	감각/NNG + ,/SP
BTHO0397-00011914	안면	안면/NNG
BTHO0397-00011915	감각	감각/NNG
BTHO0397-00011916	소실,	소실/NNG + ,/SP
BTHO0397-00011917	각막	각막/NNG
BTHO0397-00011918	반사	반사/NNG
BTHO0397-00011919	소실,	소실/NNG + ,/SP
BTHO0397-00011920	일측성	일/NR + 측/NNB + 성/NNG
BTHO0397-00011921	농증	농증/NNG
BTHO0397-00011922	등이	등/NNB + 이/JKS
BTHO0397-00011923	발생하는	발생/NNG + 하/XSV + 는/ETM
BTHO0397-00011924	수가	수/NNB + 가/JKS
BTHO0397-00011925	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00011926	특히	특히/MAG
BTHO0397-00011927	안뜰신경집종	안뜰/NNG + 신경/NNG + 집/NNG + 종/NNG
BTHO0397-00011928	(청	(/SS + 청/NNG
BTHO0397-00011929	신경초종;	신경초종/NNG + ;/SP
BTHO0397-00011930	acoustic	acoustic/SL
BTHO0397-00011931	neuroma)에서	neuroma/SL + )/SS + 에서/JKB
BTHO0397-00011932	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00011933	현상들이	현상/NNG + 들/XSN + 이/JKS
BTHO0397-00011934	잘	잘/MAG
BTHO0397-00011935	발생한다.	발생/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00011936	한편	한편/MAG
BTHO0397-00011937	소뇌와	소뇌/NNG + 와/JC
BTHO0397-00011938	뇌교	뇌교/NNG
BTHO0397-00011939	사이의	사이/NNG + 의/JKG
BTHO0397-00011940	삼각형	삼각/NNG + 형/XSN
BTHO0397-00011941	부위에	부위/NNG + 에/JKB
BTHO0397-00011942	소뇌다리뇌각	소뇌/NNG + 다리/NNG + 뇌각/NNG
BTHO0397-00011943	종양	종양/NNG
BTHO0397-00011944	(소뇌교각부	(/SS + 소뇌/NNG + 교각부/NNG
BTHO0397-00011945	종양;	종양/NNG + ;/SP
BTHO0397-00011946	cerebellopontine	cerebellopontine/SL
BTHO0397-00011947	angle	angle/SL
BTHO0397-00011948	tumor)으로	tumor/SL + )/SS + 으로/JKB
BTHO0397-00011949	삼차	삼/NR + 차/NNB
BTHO0397-00011950	신경	신경/NNG
BTHO0397-00011951	하행성	하행/NNG + 성/XSN
BTHO0397-00011952	신경로	신경/NNG + 로/JKB
BTHO0397-00011953	및	및/MAG
BTHO0397-00011954	신경핵	신경핵/NNG
BTHO0397-00011955	압박이	압박/NNG + 이/JKS
BTHO0397-00011956	있으면,	있/VV + 으면/EC + ,/SP
BTHO0397-00011957	동측성	동/NNG + 측/NNB + 성/XSN
BTHO0397-00011958	각막	각막/NNG
BTHO0397-00011959	반사	반사/NNG
BTHO0397-00011960	억제와	억제/NNG + 와/JC
BTHO0397-00011961	반대측	반대/NNG + 측/NNB
BTHO0397-00011962	불수의적	불/XPN + 수의/NNG + 적/XSN
BTHO0397-00011963	반사	반사/NNG
BTHO0397-00011964	억제가	억제/NNG + 가/JKS
BTHO0397-00011965	일어날	일어나/VV + ᆯ/ETM
BTHO0397-00011966	수	수/NNB
BTHO0397-00011967	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00011968	그러나	그러나/MAJ
BTHO0397-00011969	안면	안면/NNG
BTHO0397-00011970	신경	신경/NNG
BTHO0397-00011971	장애의	장애/NNG + 의/JKG
BTHO0397-00011972	경우에서는	경우/NNG + 에서/JKB + 는/JX
BTHO0397-00011973	반대측	반대/NNG + 측/NNB
BTHO0397-00011974	불수의적	불/XPN + 수의/NNG + 적/XSN
BTHO0397-00011975	반사	반사/NNG
BTHO0397-00011976	억제가	억제/NNG + 가/JKS
BTHO0397-00011977	일어나지	일어나/VV + 지/EC
BTHO0397-00011978	않는다.	않/VX + 는다/EF + ./SF
</p>
<p>
BTHO0397-00011979	삼차	삼/NR + 차/NNB
BTHO0397-00011980	신경	신경/NNG
BTHO0397-00011981	안	안/MAG
BTHO0397-00011982	신경분지	신경/NNG + 분지/NNG
BTHO0397-00011983	분포	분포/NNG
BTHO0397-00011984	지역을	지역/NNG + 을/JKO
BTHO0397-00011985	따라	따르/VV + 아/EC
BTHO0397-00011986	포도주색	포도주/NNG + 색/NNG
BTHO0397-00011987	(port-wine	(/SS + port/SL + -/SS + wine/SL
BTHO0397-00011988	color)의	color/SL + )/SS + 의/JKG
BTHO0397-00011989	반점이	반점/NNG + 이/JKS
BTHO0397-00011990	있는	있/VV + 는/ETM
BTHO0397-00011991	경우라면,	경우/NNG + 이/VCP + 라면/EC + ,/SP
BTHO0397-00011992	우선	우선/MAG
BTHO0397-00011993	간질	간질/NNG
BTHO0397-00011994	발작,	발작/NNG + ,/SP
BTHO0397-00011995	지능	지능/NNG
BTHO0397-00011996	저하,	저하/NNG + ,/SP
BTHO0397-00011997	반대측	반대/NNG + 측/NNB
BTHO0397-00011998	반	반/NNG
BTHO0397-00011999	마비	마비/NNG
BTHO0397-00012000	혹은	혹은/MAG
BTHO0397-00012001	반맹증	반맹증/NNG
BTHO0397-00012002	등이	등/NNB + 이/JKS
BTHO0397-00012003	있는가에	있/VV + 는가/EC + 에/JKB
BTHO0397-00012004	따라	따르/VV + 아/EC
BTHO0397-00012005	스터지-웨버	스터지/NNP + -/SS + 웨버/NNP
BTHO0397-00012006	증후군	증후군/NNG
BTHO0397-00012007	(Sturge-Weber	(/SS + Sturge/SL + -/SS + Weber/SL
BTHO0397-00012008	syndrome)을	syndrome/SL + )/SS + 을/JKO
BTHO0397-00012009	의심할	의심/NNG + 하/XSV + ᆯ/ETM
BTHO0397-00012010	수도	수/NNB + 도/JX
BTHO0397-00012011	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00012012	이밖에	이/NP + 밖에/JX
BTHO0397-00012013	뇌종양,	뇌종양/NNG + ,/SP
BTHO0397-00012014	동맥류	동맥류/NNG
BTHO0397-00012015	혹은	혹은/MAG
BTHO0397-00012016	감염으로	감염/NNG + 으로/JKB
BTHO0397-00012017	인한	인하/VV + ᆫ/ETM
BTHO0397-00012018	해면정맥동	해면/NNG + 정맥동/NNG
BTHO0397-00012019	증후군	증후군/NNG
BTHO0397-00012020	(cavernous	(/SS + cavernous/SL
BTHO0397-00012021	sinus	sinus/SL
BTHO0397-00012022	syndrome)이나	syndrome/SL + )/SS + 이나/JC
BTHO0397-00012023	또는	또는/MAG
BTHO0397-00012024	그라데니고	그라데니고/NNP
BTHO0397-00012025	증후군	증후군/NNG
BTHO0397-00012026	(Gradenigo	(/SS + Gradenigo/SL
BTHO0397-00012027	syndrome)을	syndrome/SL + )/SS + 을/JKO
BTHO0397-00012028	고려해야	고려/NNG + 하/XSV + 아야/EC
BTHO0397-00012029	할	하/VX + ᆯ/ETM
BTHO0397-00012030	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<head>
BTHO0397-00012031	5.	5/SN + ./SF
BTHO0397-00012032	얼굴	얼굴/NNG
BTHO0397-00012033	신경	신경/NNG
BTHO0397-00012034	(Facial	(/SS + Facial/SL
BTHO0397-00012035	Nerve)	Nerve/SL + )/SS
</head>
<head>
BTHO0397-00012036	1)	1/SN + )/SS
BTHO0397-00012037	해부	해부/NNG
BTHO0397-00012038	및	및/MAG
BTHO0397-00012039	생리	생리/NNG
BTHO0397-00012040	(Anatomy	(/SS + Anatomy/SL
BTHO0397-00012041	and	and/SL
BTHO0397-00012042	Physiology)	Physiology/SL + )/SS
</head>
<p>
BTHO0397-00012043	얼굴	얼굴/NNG
BTHO0397-00012044	신경	신경/NNG
BTHO0397-00012045	(안면신경;	(/SS + 안면/NNG + 신경/NNG + ;/SP
BTHO0397-00012046	facial	facial/SL
BTHO0397-00012047	nerve)은	nerve/SL + )/SS + 은/JX
BTHO0397-00012048	일부	일부/NNG
BTHO0397-00012049	감각	감각/NNG
BTHO0397-00012050	신경섬유를	신경/NNG + 섬유/NNG + 를/JKO
BTHO0397-00012051	제외하고는	제외/NNG + 하/XSV + 고/EC + 는/JX
BTHO0397-00012052	주로	주로/MAG
BTHO0397-00012053	운동	운동/NNG
BTHO0397-00012054	신경섬유로	신경/NNG + 섬유/NNG + 로/JKB
BTHO0397-00012055	구성된	구성/NNG + 되/XSV + ᆫ/ETM
BTHO0397-00012056	신경이다.	신경/NNG + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0397-00012057	이들이	이/NP + 들/XSN + 이/JKS
BTHO0397-00012058	분포되고	분포/NNG + 되/XSV + 고/EC
BTHO0397-00012059	있는	있/VX + 는/ETM
BTHO0397-00012060	부위는	부위/NNG + 는/JX
BTHO0397-00012061	혀의	혀/NNG + 의/JKG
BTHO0397-00012062	전방	전방/NNG
BTHO0397-00012063	2/3	2/SN + //SP + 3/SN
BTHO0397-00012064	영역에서의	영역/NNG + 에서/JKB + 의/JKG
BTHO0397-00012065	미각,	미각/NNG + ,/SP
BTHO0397-00012066	외이도관	외이도/NNG + 관/NNG
BTHO0397-00012067	내측,	내측/NNG + ,/SP
BTHO0397-00012068	이량,	이량/NNG + ,/SP
BTHO0397-00012069	유양돌기,	유양돌기/NNG + ,/SP
BTHO0397-00012070	중이의	중이/NNG + 의/JKG
BTHO0397-00012071	등자골근,	등자/NNG + 골/NNG + 근/NNG + ,/SP
BTHO0397-00012072	상하악	상하악/NNG
BTHO0397-00012073	타액선	타액선/NNG
BTHO0397-00012074	및	및/MAG
BTHO0397-00012075	얼굴	얼굴/NNG
BTHO0397-00012076	표정	표정/NNG
BTHO0397-00012077	근육들	근육/NNG + 들/XSN
BTHO0397-00012078	등이다.	등/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0397-00012079	안면	안면/NNG
BTHO0397-00012080	(얼굴)	(/SS + 얼굴/NNG + )/SS
BTHO0397-00012081	운동	운동/NNG
BTHO0397-00012082	신경핵은	신경핵/NNG + 은/JX
BTHO0397-00012083	뇌교의	뇌교/NNG + 의/JKG
BTHO0397-00012084	내측	내측/NNG
BTHO0397-00012085	피개	피개/NNG
BTHO0397-00012086	복측부에	복/NNG + 측/NNB + 부/NNG + 에/JKB
BTHO0397-00012087	위치하고	위치/NNG + 하/XSV + 고/EC
BTHO0397-00012088	있으며,	있/VX + 으며/EC + ,/SP
BTHO0397-00012089	신경	신경/NNG
BTHO0397-00012090	섬유들은	섬유/NNG + 들/XSN + 은/JX
BTHO0397-00012091	제	제/XPN
BTHO0397-00012092	6뇌	6/SN + 뇌/NNG
BTHO0397-00012093	신경핵인	신경핵/NNG + 이/VCP + ᆫ/ETM
BTHO0397-00012094	외향	외향/NNG
BTHO0397-00012095	(가돌림)	(/SS + 가/NNG + 돌리/VV + ᄆ/ETN + )/SS
BTHO0397-00012096	신경핵	신경핵/NNG
BTHO0397-00012097	주위를	주위/NNG + 를/JKO
BTHO0397-00012098	감싸고돌아	감싸/VV + 고/EC + 돌/VV + 아/EC
BTHO0397-00012099	뇌교	뇌교/NNG
BTHO0397-00012100	하부로	하부/NNG + 로/JKB
BTHO0397-00012101	주행하면서	주행/NNG + 하/XSV + 면서/EC
BTHO0397-00012102	감각	감각/NNG
BTHO0397-00012103	신경섬유와	신경/NNG + 섬유/NNG + 와/JC
BTHO0397-00012104	부교감	부교감/NNG
BTHO0397-00012105	신경섬유들과	신경/NNG + 섬유/NNG + 들/XSN + 과/JKB
BTHO0397-00012106	만나	만나/VV + 아/EC
BTHO0397-00012107	함께	함께/MAG
BTHO0397-00012108	무릎	무릎/NNG
BTHO0397-00012109	신경절	신경절/NNG
BTHO0397-00012110	(슬상	(/SS + 슬상/NNG
BTHO0397-00012111	신경절;	신경절/NNG + ;/SP
BTHO0397-00012112	geniculate	geniculate/SL
BTHO0397-00012113	ganglion)을	ganglion/SL + )/SS + 을/JKO
BTHO0397-00012114	형성하고	형성/NNG + 하/XSV + 고/EC
BTHO0397-00012115	내장	내장/NNG
BTHO0397-00012116	신경근을	신경/NNG + 근/NNG + 을/JKO
BTHO0397-00012117	이루는	이루/VV + 는/ETM
BTHO0397-00012118	중간	중간/NNG
BTHO0397-00012119	신경	신경/NNG
BTHO0397-00012120	(nervus	(/SS + nervus/SL
BTHO0397-00012121	inter'medius)과	inter/SL + '/SW + medius/SL + )/SS + 과/JKB
BTHO0397-00012122	함께	함께/MAG
BTHO0397-00012123	계속된다.	계속/NNG + 되/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00012124	특히	특히/MAG
BTHO0397-00012125	감각	감각/NNG
BTHO0397-00012126	신경섬유와	신경/NNG + 섬유/NNG + 와/JC
BTHO0397-00012127	부교감	부교감/NNG
BTHO0397-00012128	신경섬유는	신경/NNG + 섬유/NNG + 는/JX
BTHO0397-00012129	상	상/NNG
BTHO0397-00012130	타액선	타액선/NNG
BTHO0397-00012131	신경핵	신경핵/NNG
BTHO0397-00012132	(superior	(/SS + superior/SL
BTHO0397-00012133	salivatory	salivatory/SL
BTHO0397-00012134	nucleus),	nucleus/SL + )/SS + ,/SP
BTHO0397-00012135	고립	고립/NNG
BTHO0397-00012136	신경핵	신경핵/NNG
BTHO0397-00012137	(solitary	(/SS + solitary/SL
BTHO0397-00012138	nucleus)	nucleus/SL + )/SS
BTHO0397-00012139	및	및/MAG
BTHO0397-00012140	척수	척수/NNG
BTHO0397-00012141	삼차	삼/NR + 차/NNB
BTHO0397-00012142	신경핵	신경핵/NNG
BTHO0397-00012143	(spinal	(/SS + spinal/SL
BTHO0397-00012144	trigeminal	trigeminal/SL
BTHO0397-00012145	nucleus)	nucleus/SL + )/SS
BTHO0397-00012146	등과	등/NNB + 과/JKB
BTHO0397-00012147	연관이	연관/NNG + 이/JKC
BTHO0397-00012148	된다	되/VV + ᆫ다/EC
BTHO0397-00012149	(그림	(/SS + 그림/NNG
BTHO0397-00012150	3-15	3/SN + -/SS + 15/SN
BTHO0397-00012151	참조).	참조/NNG + )/SS + ./SF
</p>
<p>
BTHO0397-00012152	안면	안면/NNG
BTHO0397-00012153	운동	운동/NNG
BTHO0397-00012154	신경핵의	신경핵/NNG + 의/JKG
BTHO0397-00012155	상핵성	상핵/NNG + 성/XSN
BTHO0397-00012156	근원은	근원/NNG + 은/JX
BTHO0397-00012157	대뇌	대뇌/NNG
BTHO0397-00012158	피질의	피질/NNG + 의/JKG
BTHO0397-00012159	중심앞이랑	중심/NNG + 앞/NNG + 이랑/NNG
BTHO0397-00012160	(전중심회;	(/SS + 전/MM + 중심/NNG + 회/NNG + ;/SP
BTHO0397-00012161	precentral	precentral/SL
BTHO0397-00012162	gyrus)에서	gyrus/SL + )/SS + 에서/JKB
BTHO0397-00012163	시작되는	시작/NNG + 되/XSV + 는/ETM
BTHO0397-00012164	추체성	추체/NNG + 성/XSN
BTHO0397-00012165	신경섬유들의	신경/NNG + 섬유/NNG + 들/XSN + 의/JKG
BTHO0397-00012166	지배를	지배/NNG + 를/JKO
BTHO0397-00012167	받아	받/VV + 아/EC
BTHO0397-00012168	수의적	수의/NNG + 적/XSN
BTHO0397-00012169	안면	안면/NNG
BTHO0397-00012170	운동에	운동/NNG + 에/JKB
BTHO0397-00012171	관여하게	관여/NNG + 하/XSV + 게/EC
BTHO0397-00012172	된다.	되/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00012173	대부분의	대부분/NNG + 의/JKG
BTHO0397-00012174	축상	축상/NNG
BTHO0397-00012175	근육들에서처럼	근육/NNG + 들/XSN + 에서/JKB + 처럼/JKB
BTHO0397-00012176	안면	안면/NNG
BTHO0397-00012177	근육도	근육/NNG + 도/JX
BTHO0397-00012178	양측성으로	양측/NNG + 성/XSN + 으로/JKB
BTHO0397-00012179	신경지배를	신경/NNG + 지배/NNG + 를/JKO
BTHO0397-00012180	받지만,	받/VV + 지만/EC + ,/SP
BTHO0397-00012181	신경로의	신경/NNG + 로/JKB + 의/JKG
BTHO0397-00012182	교차성에	교차/NNG + 성/XSN + 에/JKB
BTHO0397-00012183	있어서는	있/VV + 어서/EC + 는/JX
BTHO0397-00012184	얼굴의	얼굴/NNG + 의/JKG
BTHO0397-00012185	상부는	상부/NNG + 는/JX
BTHO0397-00012186	대체로	대체로/MAG
BTHO0397-00012187	좌우측	좌우/NNG + 측/NNB
BTHO0397-00012188	절반씩	절반/NNG + 씩/XSN
BTHO0397-00012189	주행하여	주행/NNG + 하/XSV + 아/EC
BTHO0397-00012190	분포하고	분포/NNG + 하/XSV + 고/EC
BTHO0397-00012191	있으며	있/VX + 으며/EC
BTHO0397-00012192	얼굴	얼굴/NNG
BTHO0397-00012193	하부로	하부/NNG + 로/JKB
BTHO0397-00012194	내려갈수록	내려가/VV + ᆯ수록/EC
BTHO0397-00012195	점차	점차/MAG
BTHO0397-00012196	반대측	반대/NNG + 측/NNB
BTHO0397-00012197	신경섬유가	신경/NNG + 섬유/NNG + 가/JKS
BTHO0397-00012198	교차하여	교차/NNG + 하/XSV + 아/EC
BTHO0397-00012199	더	더/MAG
BTHO0397-00012200	많이	많이/MAG
BTHO0397-00012201	분포하게	분포/NNG + 하/XSV + 게/EC
BTHO0397-00012202	된다.	되/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00012203	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00012204	점은	점/NNG + 은/JX
BTHO0397-00012205	말초성	말초/NNG + 성/XSN
BTHO0397-00012206	및	및/MAG
BTHO0397-00012207	중추성	중추/NNG + 성/XSN
BTHO0397-00012208	안면	안면/NNG
BTHO0397-00012209	마비를	마비/NNG + 를/JKO
BTHO0397-00012210	구분하는	구분/NNG + 하/XSV + 는/ETM
BTHO0397-00012211	데	데/NNB
BTHO0397-00012212	도움이	도움/NNG + 이/JKC
BTHO0397-00012213	된다.	되/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00012214	안면	안면/NNG
BTHO0397-00012215	신경의	신경/NNG + 의/JKG
BTHO0397-00012216	미각	미각/NNG
BTHO0397-00012217	신경섬유	신경/NNG + 섬유/NNG
BTHO0397-00012218	경로는	경로/NNG + 는/JX
BTHO0397-00012219	혀	혀/NNG
BTHO0397-00012220	앞쪽	앞쪽/NNG
BTHO0397-00012221	2/3부분의	2/SN + //SP + 3/SN + 부분/NNG + 의/JKG
BTHO0397-00012222	미각유두들에	미각/NNG + 유두/NNG + 들/XSN + 에/JKB
BTHO0397-00012223	있는	있/VV + 는/ETM
BTHO0397-00012224	감각수용기로부터	감각/NNG + 수용기/NNG + 부터/JX
BTHO0397-00012225	시작하여	시작/NNG + 하/XSV + 아/EC
BTHO0397-00012226	제	제/XPN
BTHO0397-00012227	5뇌신경인	5/SN + 뇌신경/NNG + 이/VCP + ᆫ/ETM
BTHO0397-00012228	삼차	삼/NR + 차/NNB
BTHO0397-00012229	신경	신경/NNG
BTHO0397-00012230	설	설/NNG
BTHO0397-00012231	신경분지	신경/NNG + 분지/NNG
BTHO0397-00012232	(lingual	(/SS + lingual/SL
BTHO0397-00012233	branch)와	branch/SL + )/SS + 와/JKB
